UID,Club,Position,Age,DoB,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,PA,Training facilities,Div Rep,FCA
52079649,AFC Wimbledon,"M (L), AM (LC), ST (C)",27,29/3/1996 (27 years old),9,11,15,696,6.61,11,7,10,12,4,3250,103,120,6,85,103
52079878,Luton Town,"WB/M/AM (R), ST (C)",26,1/5/1997 (26 years old),14,14,13,2410,6.81,11,11,10,14,4,4850,126,130,14,185,126
52079995,QPR,AM (RL),25,10/9/1997 (25 years old),10,15,15,2584,6.67,10,15,11,14,17,3000,110,127,14,134,110
52080573,Bournemouth,GK,24,18/5/1999 (24 years old),14,12,10,381,6.32,12,13,13,10,9,3750,125,145,13,185,125
52081987,MK Dons,D (C),24,19/4/1999 (24 years old),14,13,11,3175,6.90,12,13,13,10,7,2750,106,135,11,85,108
52082003,Fleetwood,M/AM (RL),24,11/4/1999 (24 years old),12,12,15,2198,6.76,9,9,11,10,6,1750,90,96,13,107,94
52082234,Boavista,"DM, M (C)",25,25/7/1997 (25 years old),11,16,14,2615,7.00,11,12,13,19,6,5000,130,134,14,158,130
52082352,Barrow,"D (RC), WB (R)",26,3/1/1997 (26 years old),15,14,13,1838,6.77,10,11,9,14,8,2200,86,87,6,85,86
52082358,Bradford City,D (C),24,4/7/1998 (24 years old),16,13,8,3641,6.76,9,12,11,10,4,2100,91,100,9,85,91
52082898,Bolton,D (C),24,15/2/1999 (24 years old),12,12,14,3123,7.02,12,15,13,11,6,3750,116,125,15,107,117
52085051,AFC Wimbledon,D (C),22,19/9/2000 (22 years old),15,15,15,3461,6.80,13,12,10,14,7,3250,93,139,6,85,107
52085699,Carlisle,ST (C),26,12/11/1996 (26 years old),16,14,14,3105,6.86,13,10,9,12,7,2750,107,115,10,107,107
52089975,Cheltenham,ST (C),24,25/4/1999 (24 years old),13,14,10,2566,6.64,12,10,11,10,6,2500,92,110,8,107,93
52090358,Fleetwood,"AM (R), ST (C)",22,18/10/2000 (22 years old),11,10,15,3537,6.81,9,9,12,15,9,2250,103,116,13,107,103
52090440,Fleetwood,GK,23,1/7/2000 (23 years old),13,14,16,0,0.00,9,11,9,12,5,1250,80,118,13,107,82
52090555,Novara,AM (R),23,9/5/2000 (23 years old),14,13,17,2694,7.07,12,9,12,12,4,2750,108,125,16,80,108
52090791,Wrexham,GK,23,1/1/2000 (23 years old),13,17,12,0,0.00,12,8,11,13,5,1500,81,105,12,85,83
52090947,Blackpool,D/WB (RL),22,2/8/2000 (22 years old),18,17,18,3472,7.26,12,13,13,15,4,2750,113,132,5,107,115
52091957,Northampton,"DM, M/AM (C)",22,21/11/2000 (22 years old),10,12,10,335,6.81,12,8,10,12,13,2000,83,115,10,107,84
52094225,Sunderland,"D (R), WB (RL), M (C)",21,18/3/2002 (21 years old),13,9,13,1694,6.70,13,10,11,16,3,3750,124,143,18,134,124
52094936,Southampton,GK,21,20/2/2002 (21 years old),15,15,15,4140,7.02,8,14,12,12,4,5500,127,131,19,134,128
52094938,QPR,"AM (RL), ST (C)",20,22/6/2003 (20 years old),10,14,9,480,6.50,2,12,10,18,11,3000,101,101,14,134,101
52096632,Stoke,D (C),23,20/9/1999 (23 years old),15,14,13,3665,6.90,10,12,12,12,5,3250,120,140,16,134,129
52097828,Swindon Town,M/AM (C),22,20/1/2001 (22 years old),13,15,16,3139,6.94,11,8,10,12,5,2250,92,125,10,85,98
52097840,Lincoln City,AM (RLC),21,1/9/2001 (21 years old),14,16,13,2654,6.82,10,6,12,18,3,2100,94,110,12,107,103
52097853,Walsall,M/AM (C),22,6/3/2001 (22 years old),14,15,13,1485,6.78,11,12,9,12,12,1700,88,114,12,85,90
52098181,Hull City,D/WB (L),21,7/6/2002 (21 years old),9,15,9,345,6.82,6,10,15,11,9,3000,107,133,14,134,107
52099127,Fleetwood,"D (C), DM",20,30/5/2003 (20 years old),10,14,16,1743,6.75,6,13,11,15,4,1750,94,125,13,107,103
52100075,Walsall,"D (C), DM, M (C)",19,16/9/2003 (19 years old),13,15,14,3480,6.80,8,11,8,13,4,1500,90,127,12,85,102
52100980,Lincoln City,M/AM (RL),20,28/11/2002 (20 years old),14,11,13,1663,6.82,10,12,10,10,5,650,97,120,12,107,102
52101143,Blackburn,"M (C), AM (RLC)",19,15/10/2003 (19 years old),12,10,13,2343,6.76,10,10,9,14,3,3750,117,140,15,134,117
52101506,Brentford,D/WB/M/AM (L),20,14/2/2003 (20 years old),12,13,15,0,0.00,10,8,12,16,5,2250,94,119,11,185,97
52101552,Lyon,D (C),22,15/5/2001 (22 years old),15,14,15,3013,7.11,12,13,14,12,6,3000,124,141,17,161,133
53004955,Sevilla,GK,32,10/9/1990 (32 years old),18,15,14,600,7.18,13,14,13,16,7,5750,130,130,16,178,128
53045627,LASK,M/AM (LC),30,7/2/1993 (30 years old),15,13,12,810,6.69,11,12,12,11,12,5500,119,130,12,140,114
53047523,Hannover,"AM (C), ST (C)",29,15/7/1993 (29 years old),16,16,16,2326,6.92,14,12,12,14,12,4250,120,129,15,125,120
53052272,Clermont Foot,"M (RL), AM (RLC)",30,9/5/1993 (30 years old),11,13,12,1716,6.88,11,11,12,10,10,4000,123,126,12,161,120
53054432,NAC,"D (C), DM",30,18/5/1993 (30 years old),14,13,8,3375,6.97,12,14,12,10,5,4150,118,127,14,110,116
53056470,Eintracht Braunschweig,ST (C),32,14/10/1990 (32 years old),16,16,10,1870,6.75,12,13,13,15,6,4900,118,133,11,125,114
53056803,ADO Den Haag,D (RLC),29,1/5/1994 (29 years old),13,12,11,820,6.80,10,10,13,12,7,2750,104,115,12,110,104
53063430,Villarreal,ST (C),27,5/12/1995 (27 years old),14,13,13,1978,6.77,14,12,14,12,4,6400,143,148,17,178,143
53072019,Blackburn,"DM, M (C)",27,26/8/1995 (27 years old),14,14,14,3168,6.83,13,12,13,13,5,3800,120,130,15,134,120
53084524,DSV Leoben,"M (L), AM (RL), ST (C)",29,23/11/1993 (29 years old),11,11,11,2707,7.00,8,10,9,10,10,3100,104,117,11,96,102
53084864,Pro Sesto,ST (C),26,10/5/1997 (26 years old),10,12,12,2632,6.83,8,11,10,11,8,3000,92,99,8,80,92
53086846,Benfica,"DM, M (C)",27,10/12/1995 (27 years old),18,16,14,2847,7.12,15,18,18,12,3,5600,151,154,20,158,151
53093260,Helmond Sport,M/AM (C),25,2/8/1997 (25 years old),14,7,9,2492,6.92,9,8,7,7,4,2500,92,102,8,110,92
53093672,Kortrijk,M/AM (C),26,15/7/1996 (26 years old),15,7,13,1495,6.89,15,10,10,9,3,4550,113,134,12,147,113
53094972,Cardiff,GK,28,9/6/1995 (28 years old),16,17,18,4140,6.67,14,10,11,11,4,3700,118,135,15,134,118
53095137,Arsenal,M/AM (C),24,17/12/1998 (24 years old),19,16,16,3754,7.02,13,14,15,16,7,7750,173,180,19,185,179
53096761,PAOK,D (C),27,22/4/1996 (27 years old),14,13,13,558,6.84,14,10,12,9,4,2750,115,120,14,130,115
53098756,Genoa,"DM, M (C)",27,5/5/1996 (27 years old),20,18,13,1055,6.71,12,10,11,11,6,5400,128,133,16,173,128
53101282,Burnley,"DM, M/AM (C)",25,18/2/1998 (25 years old),14,14,16,2376,6.84,12,12,12,17,9,5650,136,160,16,185,143
53102029,Mainz 05,D (RC),26,17/1/1997 (26 years old),16,18,16,0,0.00,16,12,16,16,8,5000,132,135,16,173,128
53105364,Heracles,M/AM (RLC),25,15/6/1998 (25 years old),14,12,17,2973,6.76,6,11,12,11,3,4250,120,125,13,160,120
53109376,Charleroi,"D (LC), WB (L)",29,6/2/1994 (29 years old),12,14,12,3228,6.89,7,10,12,12,7,750,119,122,14,147,119
53110135,Brentford,"D (C), DM, M (C)",25,17/4/1998 (25 years old),16,18,16,3079,6.75,14,16,14,16,10,6000,140,151,11,185,143
53110138,Union Saint-Gilloise,"M (C), AM (LC)",25,25/11/1997 (25 years old),12,12,11,3208,7.02,11,5,11,15,4,3250,118,121,12,147,118
53113114,Dortmund,D/WB (RL),25,17/11/1997 (25 years old),15,16,14,3001,6.80,13,14,14,15,8,5650,143,148,19,173,143
53113767,NAC,ST (C),25,17/7/1997 (25 years old),12,19,11,3520,6.91,11,12,11,19,6,3750,107,116,14,110,109
53114974,Lorient,"DM, M (C)",27,20/1/1996 (27 years old),14,15,12,0,0.00,12,14,11,10,6,3750,120,129,15,161,120
53116120,Cremonese,M/AM (RL),25,17/2/1998 (25 years old),12,13,13,1,0.00,8,11,10,12,6,4050,122,130,17,120,122
53122155,Napoli,D (C),23,28/11/1999 (23 years old),14,16,18,3166,6.81,12,12,12,14,5,5500,139,148,17,173,148
53126104,Genoa,"DM, M (C)",24,12/3/1999 (24 years old),15,10,13,540,6.63,12,13,9,9,10,4250,123,138,16,173,123
53126892,Sparta Rotterdam,ST (C),25,30/8/1997 (25 years old),13,11,12,3106,6.91,10,11,12,12,8,4350,125,127,12,160,125
53131627,Leeds Utd,GK,22,27/11/2000 (22 years old),12,17,14,0,0.00,12,12,12,6,5,4250,105,139,18,134,105
53131647,Toulouse,AM (RL),25,20/4/1998 (25 years old),14,14,14,1526,6.65,12,11,13,9,8,4000,124,128,15,161,124
53131686,N.E.C.,AM (RLC),24,17/9/1998 (24 years old),12,10,13,395,7.22,12,8,13,10,7,3600,116,121,12,160,116
53139180,FC Groningen,M/AM (C),22,7/9/2000 (22 years old),13,13,13,76,7.50,5,15,13,11,6,3250,117,136,16,110,119
53143395,Celta Vigo,ST (C),23,6/2/2000 (23 years old),11,12,17,3082,6.73,11,6,12,14,6,5950,134,150,16,178,134
53146811,Club Brugge,M/AM (C),23,29/2/2000 (23 years old),16,15,15,584,6.70,15,13,14,12,6,4500,131,145,20,147,134
53148661,Casa Pia,"DM, M/AM (C)",23,17/5/2000 (23 years old),11,13,13,1694,6.97,13,12,13,8,7,3750,122,136,8,158,122
53149913,Toulouse,D/WB (RL),22,11/11/2000 (22 years old),10,12,11,641,6.77,14,13,11,12,6,2750,119,131,15,161,119
53150456,Zulte Waregem,"AM (R), ST (C)",25,21/10/1997 (25 years old),10,15,11,135,6.90,11,10,10,13,4,2000,93,94,15,96,93
53151383,Cercle Brugge,D (C),23,6/1/2000 (23 years old),12,1,8,2676,6.84,9,9,14,11,6,5000,109,125,14,147,113
53151874,FC Twente,"DM, M/AM (C)",22,27/6/2001 (22 years old),10,12,12,2267,6.77,13,10,13,17,6,3950,121,137,15,160,121
53151876,Sparta Rotterdam,"DM, M (C)",21,3/8/2001 (21 years old),13,14,13,2185,6.87,12,13,12,14,4,3750,120,140,12,160,125
53157284,Kaiserslautern,"DM, M (C)",23,3/10/1999 (23 years old),13,15,13,308,6.67,9,8,11,9,11,3500,110,124,14,125,111
53159473,Sampdoria,"DM, M (C)",22,9/1/2001 (22 years old),12,11,13,346,6.79,12,13,13,12,4,4950,113,135,18,120,113
53159880,Ajax,"DM, M (C)",21,8/5/2002 (21 years old),18,14,17,2759,6.98,13,16,14,12,9,4200,135,148,18,160,140
53161610,Sassuolo,D/WB (RL),22,16/7/2000 (22 years old),13,13,16,2927,6.89,13,12,11,15,6,4500,127,142,12,173,134
53165604,Heracles,D/WB/M (L),20,7/8/2002 (20 years old),13,10,10,1049,6.66,10,10,14,9,13,3750,109,128,13,160,111
53166991,Sassuolo,AM (RL),21,3/9/2001 (21 years old),14,11,12,546,6.73,8,12,7,13,3,4600,120,141,12,173,120
53167062,Montpellier,ST (C),23,29/1/2000 (23 years old),13,16,15,2731,6.89,13,13,13,14,9,4850,124,135,14,161,128
53170352,sc Heerenveen,AM (LC),22,11/6/2001 (22 years old),12,15,15,1980,6.67,10,13,13,12,7,4750,128,141,13,160,133
53174131,Bayer Leverkusen,ST (C),22,23/12/2000 (22 years old),13,16,15,1475,7.00,14,12,13,16,12,6500,145,158,17,173,150
53175441,Cambuur,"D (RL), WB (R)",22,25/5/2001 (22 years old),12,14,15,3155,6.78,11,13,14,15,10,1950,108,125,11,110,108
53175544,Go Ahead Eagles,M/AM (RL),24,19/3/1999 (24 years old),18,18,14,2283,6.98,11,15,12,18,5,3850,117,124,9,160,117
53175941,FC Groningen,D/WB/M (L),21,19/9/2001 (21 years old),12,12,14,2456,6.98,12,11,13,13,6,3000,107,127,16,110,107
53176382,FC Groningen,ST (C),21,30/9/2001 (21 years old),11,12,11,45,6.40,14,13,12,12,5,2750,97,119,16,110,97
53183049,Real Sociedad B,"AM (RL), ST (C)",20,16/2/2003 (20 years old),12,15,16,1897,6.90,10,12,10,12,10,2900,104,133,1,87,104
54009099,Bologna,GK,32,5/5/1991 (32 years old),17,13,13,3420,6.87,12,11,13,12,4,5600,135,137,16,173,134
55000233,Oliveira do Douro,D (LC),39,3/5/1984 (39 years old),11,11,10,2464,6.62,13,12,15,12,6,1000,75,80,10,86,63
55000929,Roma,GK,35,15/2/1988 (35 years old),18,18,18,4800,6.94,15,15,13,18,8,6250,140,155,18,173,138
55001975,Rio Ave,"DM, M (C)",34,15/3/1989 (34 years old),18,17,14,2856,7.19,15,15,13,13,7,5000,130,160,13,158,125
55002111,Paços de Ferreira,GK,36,8/5/1987 (36 years old),16,12,12,2970,6.72,8,12,12,14,8,2700,109,136,14,104,106
55002209,Felgueiras 1932,GK,39,6/5/1984 (39 years old),16,13,13,2700,6.74,8,14,9,18,7,2000,96,115,12,94,85
55003092,União de Leiria,D (C),34,17/12/1988 (34 years old),10,11,14,0,0.00,12,13,12,12,7,2250,100,118,14,104,91
55004179,Moreirense,"DM, M/AM (C)",35,2/4/1988 (35 years old),17,16,12,2543,7.05,14,12,16,16,7,4000,125,131,12,158,119
55004185,Beira-Mar,ST (C),35,18/3/1988 (35 years old),12,12,15,1587,7.08,13,12,11,9,8,2650,93,97,15,86,82
55004196,Arouca,"DM, M/AM (C)",33,15/5/1990 (33 years old),11,13,13,2317,6.88,12,11,13,8,7,5200,126,126,13,158,117
55004807,Fafe,"DM, M (C)",38,5/10/1984 (38 years old),16,14,11,2448,6.87,10,14,11,20,9,1950,94,104,11,94,83
55005547,Casa Pia,D (C),35,26/11/1987 (35 years old),15,15,15,2686,6.76,15,14,15,15,7,4400,118,125,8,158,109
55006634,Chaves,D (C),36,11/1/1987 (36 years old),15,12,14,2896,6.69,10,13,14,11,7,5000,117,125,13,158,109
55007836,Pevidém,D (C),34,23/6/1989 (34 years old),14,14,15,1630,6.66,12,14,12,12,7,2000,95,100,9,86,84
55007845,Fabril do Barreiro,ST (C),36,8/11/1986 (36 years old),12,12,12,1766,6.65,7,11,9,14,12,1750,90,108,12,86,79
55008289,Florgrade,M/AM (C),37,24/1/1986 (37 years old),12,11,13,1878,6.87,10,12,11,13,9,1800,91,96,8,86,80
55008349,Tirsense,M/AM (C),34,19/8/1988 (34 years old),11,9,11,2375,6.99,5,13,9,11,12,1550,86,91,11,86,75
55008659,Pevidém,"DM, M/AM (C)",33,28/12/1989 (33 years old),14,12,10,2295,6.94,12,12,13,7,5,1650,88,93,9,86,78
55008674,Lamelas,"AM (RL), ST (C)",34,8/9/1988 (34 years old),15,14,13,2640,6.75,10,12,9,13,9,1500,85,90,6,86,74
55008681,União 1919,GK,34,10/2/1989 (34 years old),11,18,12,2610,6.73,4,10,18,13,7,750,70,72,10,86,63
55008709,Gondomar,GK,34,7/1/1989 (34 years old),12,12,11,2319,6.73,6,9,13,10,11,1350,82,87,13,86,74
55008743,Florgrade,D (RC),34,13/9/1988 (34 years old),11,5,15,2662,6.98,11,9,13,13,5,3000,105,110,8,86,96
55008757,AVS SAD,DM,35,26/5/1988 (35 years old),14,15,13,2664,6.98,11,13,14,16,11,3000,110,129,12,104,99
55009672,Estrela da Amadora SAD,D (C),32,1/10/1990 (32 years old),13,13,16,1676,6.76,12,9,11,12,20,4000,113,140,8,158,105
55009675,União de Leiria,"DM, M (C)",33,21/1/1990 (33 years old),16,14,13,3507,6.92,10,15,10,12,10,2050,96,125,14,104,93
55009678,UD Oliveirense,"DM, M (C)",34,2/3/1989 (34 years old),13,8,13,339,6.76,12,11,13,12,7,2350,102,132,10,104,92
55009680,Lusitânia Lourosa,"M (RC), AM (C)",33,21/2/1990 (33 years old),14,5,6,2139,7.11,12,12,9,8,9,2050,96,114,13,94,88
55009686,Trofense,D/AM (R),33,22/2/1990 (33 years old),9,13,9,952,6.86,9,12,10,13,11,1850,92,125,12,94,80
55009690,Estrela da Amadora SAD,D/WB/M (L),33,3/10/1989 (33 years old),16,12,10,266,6.63,13,10,13,13,11,3250,111,126,8,158,101
55009740,Sporting Covilhã,AM (RL),34,29/8/1988 (34 years old),14,11,17,2293,7.13,8,14,14,8,10,3150,103,115,12,94,92
55009977,Gondomar,AM (RLC),34,5/5/1989 (34 years old),12,17,14,1290,6.67,9,12,14,12,14,1500,85,90,13,86,74
55009985,Vitória de Guimarães,M (C),33,26/8/1989 (33 years old),13,15,13,870,6.75,12,13,14,12,13,4500,120,134,16,158,110
55010001,Länk FC Vilaverdense,AM (RL),33,5/3/1990 (33 years old),11,8,7,2622,6.78,6,8,10,7,10,2150,98,108,11,104,87
55010066,Canelas 2010,D (C),33,1/5/1990 (33 years old),13,12,14,171,6.75,7,13,9,18,17,1650,88,105,11,94,82
55010070,Sandinenses,M/AM (R),33,4/3/1990 (33 years old),13,11,14,2382,6.90,12,15,4,11,6,1250,78,83,8,86,67
55011049,Vitória de Guimarães,ST (C),31,8/8/1991 (31 years old),13,14,14,4,0.00,13,13,10,13,15,4950,115,135,16,158,107
55011443,Arouca,"DM, M (C)",34,15/3/1989 (34 years old),16,15,14,1626,6.78,10,10,14,15,10,3350,107,125,13,158,100
55011464,Nacional,D/WB/M (R),34,17/8/1988 (34 years old),14,14,11,2233,6.86,12,13,13,12,9,3200,112,123,15,104,101
55012106,Real Betis,M (C),31,7/4/1992 (31 years old),12,12,10,2386,6.85,14,15,10,14,12,6900,148,156,14,178,147
55012418,São João de Ver,D/WB/M (R),34,24/9/1988 (34 years old),12,14,14,2540,7.01,10,10,10,17,10,2000,95,100,11,86,84
55012778,União de Tomar,"DM, M (C)",33,24/8/1989 (33 years old),11,11,10,2640,6.68,11,10,13,13,8,1500,80,100,12,86,70
55012813,Marco 09,ST (C),34,3/11/1988 (34 years old),13,13,13,55,6.60,8,11,12,16,11,1400,83,88,12,86,74
55012829,Braga,"M (RC), AM (RLC)",33,6/10/1989 (33 years old),14,10,12,1902,6.89,8,8,13,12,7,5750,135,155,18,158,126
55012970,Tondela,D (C),32,9/5/1991 (32 years old),16,10,13,3330,6.88,11,13,13,14,13,2700,109,110,13,104,104
55012984,Arsenal,D/WB (RL),31,31/8/1991 (31 years old),17,14,12,482,6.74,11,12,13,14,10,5750,130,142,19,185,124
55012998,Fortuna Sittard,D/WB (R),33,7/1/1990 (33 years old),15,15,11,2617,6.97,13,13,13,14,10,4500,116,116,11,160,109
55013000,Leixões,D/WB (R),31,13/7/1991 (31 years old),14,15,13,2047,6.82,12,11,11,12,2,3000,104,120,12,104,100
55013002,Alverca SAD,"DM, M (C)",32,25/2/1991 (32 years old),17,14,12,1807,7.07,15,12,16,13,8,2000,97,116,13,94,93
55013032,Paris Saint-Germain,"D (C), DM, M (C)",31,9/9/1991 (31 years old),18,14,15,2781,6.97,13,14,15,14,6,6250,154,156,20,161,153
55013833,Leixões,GK,33,27/1/1990 (33 years old),10,14,14,0,0.00,13,9,12,14,9,2300,101,119,12,104,95
55013997,Gil Vicente,"DM, M/AM (C)",34,31/8/1988 (34 years old),17,13,12,1177,6.84,13,14,14,17,6,4200,124,128,13,158,121
55014094,Sporting Covilhã,D (R),35,27/4/1988 (35 years old),13,12,13,1008,6.81,12,13,13,13,9,2000,94,107,12,94,84
55014155,Marítimo,AM (RLC),36,14/4/1987 (36 years old),12,12,11,1053,6.52,10,11,12,8,12,2250,100,122,14,104,89
55014213,Florgrade,D/WB (L),34,27/6/1989 (34 years old),8,12,9,787,6.77,12,9,13,12,7,1700,89,94,8,86,78
55014360,União 1919,D/WB/M (L),34,10/7/1988 (34 years old),10,9,10,667,6.82,9,7,10,13,2,1750,85,106,10,86,74
55014623,Torreense,D/WB (L),34,2/7/1989 (34 years old),16,16,13,3113,6.84,10,15,14,10,7,3250,115,128,12,104,104
55017369,Oriental Lisboa,GK,34,22/1/1989 (34 years old),13,9,8,2640,6.54,7,10,10,9,10,450,64,75,12,86,60
55017665,Florgrade,ST (C),34,22/6/1989 (34 years old),10,4,9,1205,6.66,1,12,12,18,10,1850,92,97,8,86,81
55021494,Sport União Sintrense,"AM (RL), ST (C)",33,6/1/1990 (33 years old),14,14,14,2051,7.22,10,10,11,12,7,3300,99,110,12,86,92
55021884,Boavista,AM (RL),31,11/11/1991 (31 years old),16,15,10,2389,6.81,11,8,11,6,8,4000,120,130,14,158,118
55021966,União de Leiria,D (C),33,11/7/1989 (33 years old),14,15,11,3255,6.98,12,12,12,17,6,2900,108,122,14,104,98
55022043,Dumiense,D/WB (L),32,28/12/1990 (32 years old),16,14,12,2405,7.17,8,12,11,13,7,1350,82,89,8,86,75
55022047,Montalegre,D/WB (R),33,26/4/1990 (33 years old),14,14,12,2389,6.76,10,11,12,17,4,2100,97,118,10,86,87
55022080,Porto,GK,31,16/11/1991 (31 years old),16,14,11,1440,7.03,12,12,14,12,3,5200,134,134,16,158,132
55022332,Dumiense,"M (L), AM (RL)",31,27/8/1991 (31 years old),11,13,16,2391,7.42,10,13,10,7,15,2750,89,120,8,86,75
55022345,Trofense,GK,31,13/11/1991 (31 years old),12,12,12,0,0.00,10,13,12,9,14,1350,82,87,12,94,79
55022365,Vitória de Setúbal,"M (C), AM (RLC)",31,10/1/1992 (31 years old),14,14,14,2395,6.72,9,11,10,13,7,1750,90,92,13,86,86
55022375,Sporting CP,D/WB/M (R),30,16/5/1993 (30 years old),17,15,13,3765,7.06,12,9,16,13,6,5750,131,136,20,158,132
55022391,Benfica,M/AM (RLC),30,19/1/1993 (30 years old),18,11,14,3452,6.97,14,15,14,9,6,6000,142,155,20,158,143
55022402,Santa Clara,D (RL),31,14/2/1992 (31 years old),16,15,14,1846,6.83,11,11,14,13,6,2550,106,115,10,104,105
55022404,Ionikos,D (RC),31,4/6/1992 (31 years old),13,15,13,2700,6.82,9,15,13,15,12,2500,100,105,5,91,91
55022408,Rebordosa,"AM (RLC), ST (C)",31,17/4/1992 (31 years old),15,13,13,2345,6.69,9,13,11,12,6,1250,80,85,13,86,76
55022430,Kifisia,D (RC),29,14/8/1993 (29 years old),14,12,10,2548,6.60,10,10,7,8,10,2750,110,115,6,130,108
55022435,União de Leiria,D (C),29,10/7/1993 (29 years old),15,16,15,3669,6.92,11,11,11,12,6,2250,98,124,14,104,99
55022455,Rotherham,"DM, M (C)",30,26/2/1993 (30 years old),11,12,14,490,6.67,9,12,9,10,7,4000,115,130,10,134,114
55022463,Lusitânia Lourosa,GK,29,9/4/1994 (29 years old),13,9,6,2640,6.83,10,12,10,9,6,1800,91,94,13,94,91
55022479,Pevidém,GK,30,18/4/1993 (30 years old),11,2,10,2520,6.71,7,7,9,19,6,1200,79,85,9,86,78
55022487,Tondela,D/WB/M (L),30,27/6/1993 (30 years old),15,9,7,449,6.73,11,9,13,8,10,2200,99,115,13,104,98
55022491,Dumiense,GK,29,4/1/1994 (29 years old),16,14,12,2550,7.00,12,11,8,10,5,1750,90,115,8,86,90
55022600,Dumiense,D (C),34,8/5/1989 (34 years old),16,12,11,2544,7.19,13,14,14,13,5,2000,96,102,8,86,86
55022873,Dessel Sport,"AM (R), ST (C)",33,13/9/1989 (33 years old),14,12,11,2983,7.36,15,10,10,12,7,4000,103,126,12,85,92
55022903,Eupen,D (LC),32,29/6/1991 (32 years old),14,13,13,564,6.80,7,10,11,11,2,2500,99,116,12,147,91
55023030,Beira-Mar,"D (C), DM, M (C)",31,6/8/1991 (31 years old),12,15,11,2020,6.81,8,13,11,7,10,1750,90,95,15,86,83
55023079,Länk FC Vilaverdense,DM,35,25/11/1987 (35 years old),13,12,14,2485,6.58,10,15,15,13,4,1950,94,108,11,104,84
55023086,Rayo Vallecano,AM (RL),32,12/7/1990 (32 years old),12,14,17,479,6.86,9,12,9,6,13,5250,127,140,12,178,118
55023090,Dumiense,D (C),32,12/7/1990 (32 years old),12,13,14,2550,7.04,11,11,11,11,3,2100,97,98,8,86,86
55023133,Tondela,ST (C),34,28/11/1988 (34 years old),15,18,14,1430,6.79,10,10,13,12,8,3050,111,120,13,104,101
55023244,Leixões,"DM, M (C)",33,16/12/1989 (33 years old),15,15,12,2783,7.09,14,13,13,14,14,2650,108,135,12,104,100
55023250,União de Leiria,M/AM (RLC),33,30/8/1989 (33 years old),15,13,14,223,6.45,13,11,11,15,10,2300,101,120,14,104,92
55023280,Atlético CP,"D (RC), WB (R)",34,8/5/1989 (34 years old),13,12,14,429,6.57,8,14,10,13,5,2300,86,99,11,94,75
55023305,São João de Ver,D/WB/M (L),32,11/9/1990 (32 years old),15,11,10,217,7.90,10,12,12,11,5,1400,83,88,11,86,75
55023403,Marinhense,"D (C), DM",36,1/1/1987 (36 years old),16,16,15,2376,7.08,14,10,15,15,5,1550,86,95,13,86,75
55023501,Atlético CP,"D (C), DM",39,22/4/1984 (39 years old),16,13,10,2302,6.82,10,8,15,17,13,1500,85,103,11,94,75
55023560,Florgrade,ST (C),33,27/4/1990 (33 years old),13,14,13,1302,7.00,11,11,13,8,8,1650,88,93,8,86,79
55023578,Varzim,"DM, M/AM (C)",34,29/1/1989 (34 years old),12,12,14,193,6.70,16,12,14,18,7,2400,103,114,12,94,92
55023694,Lusitânia Açores,"M (C), AM (L)",34,14/11/1988 (34 years old),16,15,14,2661,6.89,9,13,9,11,5,1500,85,90,10,86,77
55023912,Nacional,"DM, M (C)",32,9/7/1990 (32 years old),15,15,11,2909,6.95,13,13,8,18,5,2600,107,127,15,104,102
55023973,S.U. 1º Dezembro,"M (R), AM (RL)",33,30/11/1989 (33 years old),14,14,12,2088,6.91,12,12,11,11,11,1500,85,101,10,94,73
55024022,Boavista,D/WB (L),32,27/9/1990 (32 years old),13,13,12,187,6.76,11,13,9,10,7,3850,107,115,14,158,100
55024253,Leixões,D (R),30,26/7/1992 (30 years old),12,14,12,13,0.00,10,12,11,12,10,2250,100,101,12,104,100
55024257,Ribeirão FC,D/WB/M/AM (L),30,25/7/1992 (30 years old),12,12,8,2384,6.77,11,13,9,12,11,2150,90,103,9,86,80
55024263,Pêro Pinheiro,D (C),31,27/5/1992 (31 years old),14,12,9,2918,6.80,11,11,12,6,4,2050,86,107,10,94,84
55024504,Tondela,D (C),32,1/1/1991 (32 years old),14,13,11,2793,6.94,9,15,10,14,9,3000,110,130,13,104,105
55024507,São João de Ver,"AM (RL), ST (C)",32,31/3/1991 (32 years old),15,13,15,2751,7.49,11,12,12,16,5,2450,104,125,11,86,100
55024519,Moreirense,GK,32,8/3/1991 (32 years old),14,14,14,0,0.00,12,13,12,10,9,3000,92,124,12,158,92
55024825,Braga,D (C),31,8/1/1992 (31 years old),17,13,14,2488,7.02,12,12,13,13,6,4900,128,140,18,158,128
55024849,Marinhense,GK,31,25/9/1991 (31 years old),6,12,12,0,0.00,3,10,19,9,11,800,71,75,13,86,68
55024859,Porto,D (C),29,19/4/1994 (29 years old),16,16,13,1120,6.85,13,8,13,9,2,5000,130,138,16,158,129
55024870,Rio Ave,"M (C), AM (LC)",29,6/2/1994 (29 years old),11,13,11,2507,7.05,12,11,10,12,7,4250,130,135,13,158,128
